                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                     46,               0.032537,               0.024736,               0.019585,                      0,                0.89748,                0.71593,                0.82399,                0.56786,                0.89729,                0.71593,                0.81227,                 0.5584,               0.033395,               0.024631,               0.015972,                      0,               0.009109,               0.009109,               0.009109
                     47,               0.032241,               0.025127,               0.020095,                      0,                0.86288,                0.71264,                  0.814,                0.54693,                0.86208,                0.70781,                0.80075,                0.54122,               0.034361,               0.024757,               0.016967,                      0,              0.0090892,              0.0090892,              0.0090892
                     48,               0.032322,               0.024375,               0.019487,                      0,                0.86159,                 0.7408,                0.80766,                0.54963,                0.86745,                0.73321,                0.80031,                0.55458,               0.033556,               0.023988,               0.016481,                      0,              0.0090694,              0.0090694,              0.0090694
                     49,               0.031745,               0.024751,               0.019453,                      0,                0.89604,                0.68138,                0.79187,                 0.5375,                0.90127,                0.67754,                0.77805,                0.52457,               0.035714,               0.024435,                0.01755,                      0,              0.0090496,              0.0090496,              0.0090496
                     50,               0.032059,               0.024839,               0.019665,                      0,                0.81542,                0.75464,                0.81807,                0.56166,                0.81127,                 0.7508,                0.81029,                0.55291,               0.033505,               0.024038,               0.016387,                      0,              0.0090298,              0.0090298,              0.0090298
                     51,               0.032041,                0.02414,               0.019748,                      0,                0.85353,                 0.7428,                0.81633,                0.56722,                0.89071,                0.71017,                0.79682,                0.55081,               0.032992,               0.024011,               0.016368,                      0,                0.00901,                0.00901,                0.00901
                     52,               0.032046,               0.024601,                0.01948,                      0,                0.85236,                0.73321,                0.80758,                 0.5547,                0.84948,                0.73129,                0.80119,                0.54291,               0.033519,                0.02439,               0.016776,                      0,              0.0089902,              0.0089902,              0.0089902
                     53,               0.031506,               0.024322,               0.019884,                      0,                0.88768,                0.67179,                0.78542,                0.54303,                0.88261,                0.66795,                0.77115,                0.52393,               0.035762,               0.024526,               0.017087,                      0,              0.0089704,              0.0089704,              0.0089704
                     54,               0.032045,               0.023999,               0.019771,                      0,                0.89183,                0.71785,                0.81287,                0.55672,                0.88178,                0.71017,                0.79331,                0.55395,               0.033295,               0.023628,               0.016866,                      0,              0.0089506,              0.0089506,              0.0089506
                     55,               0.031896,               0.023906,               0.019021,                      0,                0.88706,                0.70851,                0.80486,                0.54987,                 0.8871,                0.70881,                0.79366,                0.55627,               0.034055,               0.023199,               0.016234,                      0,              0.0089308,              0.0089308,              0.0089308
