                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                    115,               0.018246,               0.014466,               0.010684,                      0,                0.93357,                0.82917,                0.90898,                  0.717,                0.92744,                 0.8215,                0.89831,                0.66915,                0.02422,               0.019944,               0.013204,                      0,              0.0077428,              0.0077428,              0.0077428
                    116,               0.018333,               0.014717,               0.010929,                      0,                0.96113,                0.80688,                0.89658,                0.70059,                0.95309,                0.79846,                0.88035,                0.65779,               0.024639,               0.020292,               0.014192,                      0,               0.007723,               0.007723,               0.007723
                    117,               0.018741,               0.014962,               0.011135,                      0,                0.94824,                0.81574,                0.90262,                0.71284,                0.94259,                0.80998,                0.89335,                0.66324,               0.023879,               0.020066,               0.013737,                      0,              0.0077032,              0.0077032,              0.0077032
                    118,                0.01819,               0.014993,               0.010842,                      0,                0.95162,                0.82726,                 0.8988,                  0.709,                0.96361,                0.81331,                0.88973,                0.66442,               0.024001,               0.020406,               0.013915,                      0,              0.0076834,              0.0076834,              0.0076834
                    119,               0.017404,                0.01447,               0.010307,                      0,                0.93485,                0.83493,                0.90297,                0.71503,                0.92681,                0.82636,                0.89582,                0.66724,               0.023656,               0.020678,               0.014261,                      0,              0.0076636,              0.0076636,              0.0076636
                    120,               0.018286,                0.01445,               0.010742,                      0,                0.93339,                0.83372,                0.90439,                0.70485,                0.93525,                0.82342,                0.88975,                0.65696,               0.024035,               0.021738,               0.013971,                      0,              0.0076438,              0.0076438,              0.0076438
                    121,               0.018761,                0.01492,                0.01153,                      0,                0.96999,                 0.8119,                0.90598,                0.71189,                0.96927,                 0.8119,                0.89681,                0.66606,               0.024325,               0.020515,               0.013977,                      0,               0.007624,               0.007624,               0.007624
                    122,               0.018188,               0.014514,               0.010745,                      0,                 0.9409,                0.83301,                  0.892,                0.71617,                0.93426,                0.82726,                 0.8825,                0.67088,                0.02411,               0.019828,               0.014692,                      0,              0.0076042,              0.0076042,              0.0076042
                    123,               0.017752,               0.014535,                0.01046,                      0,                0.94255,                0.85028,                0.90284,                 0.7148,                0.93191,                0.84068,                0.89285,                0.67372,               0.023816,               0.020007,               0.014233,                      0,              0.0075844,              0.0075844,              0.0075844
                    124,               0.017708,               0.014732,               0.010956,                      0,                0.93523,                0.83146,                 0.8999,                0.71544,                0.94195,                0.81574,                0.88902,                0.66931,               0.023958,               0.020297,               0.014002,                      0,              0.0075646,              0.0075646,              0.0075646
                    125,               0.018369,               0.014997,               0.011177,                      0,                0.95979,                0.83109,                0.89834,                0.71293,                0.96336,                0.80806,                  0.888,                0.66027,                0.02431,               0.020682,               0.014387,                      0,              0.0075448,              0.0075448,              0.0075448
                    126,               0.017934,               0.014692,               0.010778,                      0,                0.96303,                0.82917,                0.89646,                0.71287,                0.95527,                0.81981,                 0.8878,                0.66586,               0.023998,               0.019837,               0.013898,                      0,               0.007525,               0.007525,               0.007525
                    127,               0.017963,               0.014332,               0.010672,                      0,                0.95926,                0.80038,                0.88306,                0.69745,                0.96463,                0.79271,                0.87063,                0.65012,               0.024942,               0.020582,               0.014887,                      0,              0.0075052,              0.0075052,              0.0075052
                    128,               0.017718,               0.015604,               0.010631,                      0,                0.94744,                0.81574,                0.89563,                0.70529,                0.95609,                0.80038,                0.88314,                0.66078,               0.024175,               0.020236,               0.014515,                      0,              0.0074854,              0.0074854,              0.0074854
                    129,               0.017748,               0.014479,               0.010428,                      0,                0.92962,                0.83666,                0.89401,                  0.709,                0.93202,                0.82534,                0.88031,                0.65503,               0.024222,               0.020354,               0.014449,                      0,              0.0074656,              0.0074656,              0.0074656
                    130,                0.01784,               0.014554,               0.010894,                      0,                0.96013,                0.83203,                0.91264,                0.72456,                0.95187,                0.81958,                0.90383,                0.67495,               0.023299,               0.020589,               0.013655,                      0,              0.0074458,              0.0074458,              0.0074458
                    131,               0.017912,               0.014385,               0.010854,                      0,                0.92567,                0.83662,                0.90548,                0.72225,                0.93316,                0.81766,                0.89754,                0.67201,               0.023057,               0.020813,                0.01401,                      0,               0.007426,               0.007426,               0.007426
                    132,               0.017918,               0.014641,                 0.0103,                      0,                0.91274,                0.84069,                0.90533,                0.71481,                0.90232,                0.83109,                0.89209,                0.66206,                0.02324,               0.020271,               0.014091,                      0,              0.0074062,              0.0074062,              0.0074062
                    133,               0.018319,               0.014462,               0.010818,                      0,                0.94156,                0.83493,                0.89937,                0.72473,                0.93506,                0.82917,                0.89262,                0.67569,               0.023763,               0.020105,               0.014562,                      0,              0.0073864,              0.0073864,              0.0073864
                    134,               0.017597,               0.014712,               0.010829,                      0,                0.90972,                0.83167,                0.89068,                  0.715,                0.90716,                0.82342,                0.88349,                0.66941,               0.024481,               0.020368,               0.015572,                      0,              0.0073666,              0.0073666,              0.0073666
                    135,               0.017368,               0.014459,               0.010477,                      0,                0.94528,                0.79577,                0.88643,                0.71555,                0.93616,                0.78809,                0.87425,                0.66624,               0.024393,               0.020179,               0.015566,                      0,              0.0073468,              0.0073468,              0.0073468
                    136,               0.017602,               0.014519,               0.010775,                      0,                0.94259,                 0.8023,                 0.8957,                0.71581,                0.93351,                0.79463,                0.88252,                0.66338,               0.023928,               0.020142,               0.014912,                      0,               0.007327,               0.007327,               0.007327
                    137,               0.017644,               0.014758,               0.010602,                      0,                 0.9243,                0.82342,                 0.8926,                0.71252,                0.95836,                0.78887,                 0.8821,                0.66991,               0.023905,               0.020169,               0.014402,                      0,              0.0073072,              0.0073072,              0.0073072
                    138,               0.017641,               0.014753,               0.010693,                      0,                0.90974,                0.85029,                0.89577,                0.71793,                0.95097,                0.79271,                0.87734,                0.67106,               0.023623,               0.020335,               0.014444,                      0,              0.0072874,              0.0072874,              0.0072874
                    139,               0.017586,               0.014185,               0.010276,                      0,                0.94343,                0.83877,                0.90811,                0.72183,                0.93862,                0.82183,                0.89583,                0.66623,               0.023254,               0.020582,               0.013585,                      0,              0.0072676,              0.0072676,              0.0072676
                    140,                0.01773,               0.014593,               0.010616,                      0,                0.94726,                0.82735,                0.90519,                0.72149,                0.94862,                0.81503,                0.88781,                0.67301,                0.02322,               0.020045,               0.013931,                      0,              0.0072478,              0.0072478,              0.0072478
                    141,               0.017269,               0.014368,               0.010521,                      0,                0.93412,                0.84373,                0.90111,                0.72419,                0.92772,                0.83493,                0.89472,                0.67218,               0.023436,               0.020188,               0.014345,                      0,               0.007228,               0.007228,               0.007228
                    142,               0.017291,               0.014168,               0.010324,                      0,                0.93419,                0.83877,                0.89941,                0.72422,                0.94472,                0.80806,                0.88696,                0.67171,                0.02311,               0.020319,               0.014701,                      0,              0.0072082,              0.0072082,              0.0072082
                    143,               0.017377,               0.014325,               0.010711,                      0,                0.94668,                0.83877,                0.90042,                0.72465,                0.94235,                0.83493,                0.89184,                0.67616,               0.022636,               0.020306,               0.014364,                      0,              0.0071884,              0.0071884,              0.0071884
                    144,               0.017367,               0.014042,               0.010261,                      0,                0.95465,                0.81766,                0.89009,                0.71686,                0.95017,                0.81382,                0.87949,                0.67072,               0.023969,               0.020536,               0.015134,                      0,              0.0071686,              0.0071686,              0.0071686
                    145,               0.017476,               0.014407,               0.010674,                      0,                0.94512,                0.83493,                0.89103,                 0.7149,                0.94078,                0.83109,                0.88255,                0.66117,                 0.0247,               0.020922,               0.014807,                      0,              0.0071488,              0.0071488,              0.0071488
                    146,               0.016842,               0.014207,               0.010164,                      0,                0.93849,                0.81999,                0.89887,                0.71701,                0.94827,                0.80925,                0.88807,                0.66218,               0.024082,               0.021342,               0.014537,                      0,               0.007129,               0.007129,               0.007129
                    147,                0.01736,               0.014254,               0.010428,                      0,                0.95218,                0.81382,                0.89194,                0.71602,                0.94769,                0.80998,                0.88694,                0.67278,               0.024363,               0.020094,               0.014982,                      0,              0.0071092,              0.0071092,              0.0071092
                    148,               0.016576,               0.013826,               0.009945,                      0,                0.95682,                0.80422,                0.89451,                0.72161,                0.95225,                0.80038,                0.88787,                0.67209,               0.024339,                0.02061,               0.014797,                      0,              0.0070894,              0.0070894,              0.0070894
                    149,               0.017138,               0.014306,               0.010579,                      0,                0.95242,                0.80686,                0.88766,                0.71442,                0.95213,                0.80163,                  0.877,                0.66251,               0.024336,               0.020972,               0.014374,                      0,              0.0070696,              0.0070696,              0.0070696
                    150,               0.017322,               0.014005,               0.010419,                      0,                0.94887,                0.81927,                0.89107,                0.72053,                0.93834,                0.81574,                 0.8805,                 0.6687,               0.024064,               0.020318,               0.015031,                      0,              0.0070498,              0.0070498,              0.0070498
                    151,               0.016663,               0.013727,              0.0097437,                      0,                0.95714,                0.81445,                0.89046,                0.72026,                0.94812,                0.80677,                0.87898,                0.66904,               0.024544,               0.020639,               0.014819,                      0,                0.00703,                0.00703,                0.00703
                    152,               0.017334,               0.014225,               0.010489,                      0,                 0.9527,                0.81189,                0.89098,                0.71977,                0.94815,                0.80724,                0.88601,                0.67517,                0.02463,               0.020614,               0.013919,                      0,              0.0070102,              0.0070102,              0.0070102
                    153,               0.017175,               0.014203,               0.010686,                      0,                0.95455,                0.80998,                0.90011,                0.72313,                0.94584,                0.80448,                0.89036,                0.67596,               0.023609,               0.020576,               0.013781,                      0,              0.0069904,              0.0069904,              0.0069904
                    154,               0.016861,               0.013783,               0.010095,                      0,                0.93868,                0.82267,                0.90183,                 0.7215,                0.93914,                0.79973,                0.88999,                0.67302,               0.023556,               0.020392,               0.014275,                      0,              0.0069706,              0.0069706,              0.0069706
                    155,               0.017076,               0.013912,               0.010204,                      0,                0.95931,                0.80422,                0.89282,                0.72211,                0.95702,                 0.8023,                0.88198,                0.67705,               0.024431,               0.020227,               0.014743,                      0,              0.0069508,              0.0069508,              0.0069508
                    156,               0.017164,               0.013745,               0.010084,                      0,                0.94861,                0.81494,                0.89797,                0.72006,                0.93745,                0.80547,                0.88673,                 0.6765,               0.023843,               0.020616,               0.014318,                      0,               0.006931,               0.006931,               0.006931
                    157,               0.016933,                0.01382,               0.010205,                      0,                0.96396,                0.78311,                0.89045,                0.71085,                0.95503,                0.77456,                0.88048,                0.67296,               0.024106,               0.020077,               0.015201,                      0,              0.0069112,              0.0069112,              0.0069112
                    158,               0.017106,               0.013875,               0.010545,                      0,                0.95038,                0.80614,                0.88583,                0.71851,                0.94585,                 0.8023,                0.87683,                0.67116,                0.02432,               0.020668,               0.015299,                      0,              0.0068914,              0.0068914,              0.0068914
                    159,               0.016217,               0.013677,               0.009744,                      0,                0.95641,                0.80038,                 0.8923,                0.72213,                0.95811,                0.79022,                0.88285,                 0.6737,               0.024142,               0.020528,               0.015045,                      0,              0.0068716,              0.0068716,              0.0068716
                    160,               0.017026,                 0.0142,               0.010139,                      0,                0.94442,                0.80614,                0.88829,                 0.7103,                 0.9319,                0.79463,                0.87684,                0.66247,                 0.0243,               0.021014,               0.015467,                      0,              0.0068518,              0.0068518,              0.0068518
                    161,               0.016666,               0.013958,               0.010207,                      0,                 0.9148,                0.83685,                0.88995,                0.71711,                0.90851,                0.83109,                0.88163,                0.67174,               0.024173,               0.020529,               0.015092,                      0,               0.006832,               0.006832,               0.006832
                    162,               0.016771,               0.013916,              0.0098024,                      0,                 0.9508,                 0.8161,                0.88921,                0.71325,                0.94687,                0.80998,                0.88305,                0.67667,               0.023876,               0.020912,               0.015273,                      0,              0.0068122,              0.0068122,              0.0068122
                    163,               0.016609,               0.013677,              0.0098617,                      0,                0.96001,                 0.8119,                 0.8952,                0.72431,                0.96108,                0.80571,                0.88801,                0.67693,               0.023269,               0.020437,               0.015084,                      0,              0.0067924,              0.0067924,              0.0067924
                    164,               0.016292,               0.013639,              0.0098749,                      0,                0.95979,                0.80998,                0.89887,                0.72384,                0.95296,                0.80422,                0.88747,                0.67025,                 0.0232,               0.020858,               0.014954,                      0,              0.0067726,              0.0067726,              0.0067726
                    165,               0.016614,               0.013966,              0.0097595,                      0,                0.90553,                0.86472,                 0.9107,                0.72492,                0.95435,                0.80247,                0.89564,                0.67832,               0.023357,               0.020457,               0.013476,                      0,              0.0067528,              0.0067528,              0.0067528
                    166,               0.016186,               0.013524,              0.0096316,                      0,                0.94658,                0.81619,                0.90019,                  0.721,                0.94287,                 0.8023,                0.88859,                0.66698,               0.023523,                0.02092,               0.014287,                      0,               0.006733,               0.006733,               0.006733
                    167,               0.016918,               0.013741,               0.010304,                      0,                0.95197,                 0.8215,                0.89923,                0.72634,                0.94818,                0.80778,                0.88912,                0.67238,               0.023607,               0.020724,               0.014655,                      0,              0.0067132,              0.0067132,              0.0067132
                    168,               0.016549,               0.013513,              0.0097725,                      0,                 0.9561,                0.80422,                0.89268,                0.71845,                0.95641,                0.80038,                0.88624,                0.67379,               0.024101,                 0.0206,               0.015352,                      0,              0.0066934,              0.0066934,              0.0066934
                    169,               0.016879,               0.014143,               0.010033,                      0,                0.95127,                0.82433,                0.89747,                0.72562,                0.94237,                0.81604,                0.88921,                0.67456,               0.023758,               0.020542,               0.014487,                      0,              0.0066736,              0.0066736,              0.0066736
                    170,                0.01608,                0.01373,              0.0099125,                      0,                0.96421,                0.81574,                0.89886,                0.72426,                0.95741,                0.80998,                0.88842,                0.67935,               0.023783,               0.020951,               0.014615,                      0,              0.0066538,              0.0066538,              0.0066538
                    171,               0.016262,               0.013459,              0.0097812,                      0,                0.96944,                 0.8023,                0.90208,                0.72509,                0.96017,                0.79463,                 0.8917,                0.67396,               0.023377,               0.020522,               0.014592,                      0,               0.006634,               0.006634,               0.006634
                    172,               0.016002,               0.013783,               0.010225,                      0,                0.96926,                0.81382,                0.90487,                0.72487,                0.96056,                0.80614,                0.89297,                0.67956,               0.023385,                0.02059,               0.014223,                      0,              0.0066142,              0.0066142,              0.0066142
                    173,               0.016619,               0.013572,               0.010469,                      0,                0.95539,                0.82534,                0.90234,                0.72239,                 0.9465,                0.81766,                 0.8925,                0.66939,                0.02373,               0.021169,                0.01456,                      0,              0.0065944,              0.0065944,              0.0065944
                    174,               0.016853,                0.01384,               0.010296,                      0,                0.94468,                0.80998,                 0.8953,                0.72058,                0.94012,                0.80614,                0.88877,                0.66808,                0.02373,               0.020816,               0.014775,                      0,              0.0065746,              0.0065746,              0.0065746
                    175,               0.016679,               0.013707,               0.010207,                      0,                 0.9382,                 0.8159,                 0.8893,                0.71463,                0.97134,                0.78074,                0.87791,                0.66733,               0.023801,               0.021732,               0.015226,                      0,              0.0065548,              0.0065548,              0.0065548
                    176,               0.016361,               0.013868,                0.01091,                      0,                0.94626,                0.81113,                0.89174,                0.71793,                 0.9471,                0.80422,                0.88605,                0.67658,               0.023824,               0.020724,               0.014554,                      0,               0.006535,               0.006535,               0.006535
                    177,               0.016018,               0.013676,               0.010284,                      0,                0.92691,                0.84069,                0.89864,                0.72589,                0.91838,                0.83301,                0.89273,                0.68275,               0.023222,               0.020614,               0.014281,                      0,              0.0065152,              0.0065152,              0.0065152
                    178,               0.016157,               0.013389,              0.0097526,                      0,                 0.9459,                0.82726,                 0.8966,                 0.7218,                0.93712,                0.81958,                0.88727,                0.67542,               0.023292,                0.02116,               0.014665,                      0,              0.0064954,              0.0064954,              0.0064954
                    179,                 0.0163,               0.013609,               0.011175,                      0,                0.95447,                0.82917,                0.90197,                 0.7248,                0.94637,                0.81382,                0.88933,                0.67661,               0.022985,               0.020697,               0.014355,                      0,              0.0064756,              0.0064756,              0.0064756
                    180,               0.015818,               0.013211,              0.0096218,                      0,                 0.9074,                 0.8618,                0.89959,                 0.7247,                0.93951,                 0.8119,                0.88994,                0.68352,               0.023316,                0.02033,                0.01473,                      0,              0.0064558,              0.0064558,              0.0064558
                    181,               0.016354,               0.013233,              0.0097381,                      0,                0.94712,                0.82501,                0.88837,                0.72108,                0.93832,                0.81759,                0.88245,                0.67717,               0.023963,               0.020381,               0.014959,                      0,               0.006436,               0.006436,               0.006436
                    182,               0.015839,               0.013418,              0.0092535,                      0,                0.93312,                0.83109,                0.89698,                0.72675,                0.96286,                0.79613,                0.88695,                0.68256,               0.023528,               0.020713,               0.014467,                      0,              0.0064162,              0.0064162,              0.0064162
                    183,               0.016018,               0.013391,               0.009439,                      0,                0.94749,                0.83122,                0.89899,                 0.7265,                0.94093,                0.82546,                0.89211,                0.68677,               0.023417,               0.020611,               0.014898,                      0,              0.0063964,              0.0063964,              0.0063964
                    184,                 0.0161,               0.013725,              0.0096913,                      0,                0.96597,                0.80038,                0.89754,                0.72425,                0.96378,                0.79655,                0.88915,                0.67909,               0.023902,                0.02098,               0.015266,                      0,              0.0063766,              0.0063766,              0.0063766
                    185,                0.01606,               0.013676,              0.0095909,                      0,                0.96357,                0.81574,                0.89638,                0.72086,                0.95223,                0.80614,                0.88111,                0.67516,               0.023751,               0.020992,               0.014944,                      0,              0.0063568,              0.0063568,              0.0063568
                    186,               0.016136,               0.013536,               0.010271,                      0,                0.95319,                0.82086,                0.90594,                 0.7287,                0.94668,                0.80614,                0.89403,                0.67272,               0.022842,               0.020402,               0.014199,                      0,               0.006337,               0.006337,               0.006337
                    187,               0.015802,               0.013326,              0.0092656,                      0,                0.95294,                0.81617,                0.89071,                0.71903,                0.94623,                0.81058,                0.88056,                0.66736,               0.023861,               0.020811,               0.015561,                      0,              0.0063172,              0.0063172,              0.0063172
                    188,               0.016038,                0.01359,                0.01004,                      0,                0.92715,                0.83109,                0.89268,                0.71712,                 0.9625,                0.78822,                0.87897,                0.66802,               0.023722,               0.021015,               0.015224,                      0,              0.0062974,              0.0062974,              0.0062974
                    189,               0.016033,               0.013429,              0.0099985,                      0,                0.95222,                0.82917,                0.89179,                0.72469,                0.94398,                 0.8215,                0.87897,                0.67214,                0.02352,               0.020917,               0.015304,                      0,              0.0062776,              0.0062776,              0.0062776
                    190,               0.015774,               0.013126,              0.0093741,                      0,                0.95028,                0.82342,                0.89542,                0.72187,                0.94363,                0.81766,                 0.8863,                0.67776,               0.023376,               0.021285,               0.015161,                      0,              0.0062578,              0.0062578,              0.0062578
                    191,               0.016053,               0.013482,              0.0097547,                      0,                0.94494,                0.82356,                0.89553,                0.72404,                0.94274,                0.82164,                0.88905,                0.68529,               0.023077,                0.02095,               0.014808,                      0,               0.006238,               0.006238,               0.006238
                    192,               0.016408,                0.01371,               0.010017,                      0,                0.95597,                 0.8215,                0.90418,                0.72854,                 0.9515,                0.81766,                0.89376,                0.68447,               0.023491,               0.020984,               0.014261,                      0,              0.0062182,              0.0062182,              0.0062182
                    193,               0.015665,               0.013078,              0.0093605,                      0,                0.92261,                0.84453,                0.89859,                0.72571,                 0.9293,                 0.8326,                0.89286,                 0.6821,               0.023529,                0.02075,               0.014563,                      0,              0.0061984,              0.0061984,              0.0061984
                    194,               0.015954,               0.013503,              0.0096866,                      0,                0.92713,                0.85029,                0.90235,                0.73012,                0.94039,                0.82917,                0.89523,                0.68413,               0.023456,               0.020627,               0.014535,                      0,              0.0061786,              0.0061786,              0.0061786
                    195,               0.015477,                0.01312,              0.0094453,                      0,                0.93642,                0.84453,                  0.899,                0.72669,                0.92354,                0.83685,                0.89198,                 0.6765,                0.02344,               0.020695,               0.013981,                      0,              0.0061588,              0.0061588,              0.0061588
                    196,                0.01566,               0.012953,              0.0090486,                      0,                0.95312,                0.83109,                0.89643,                0.72266,                0.94432,                0.82342,                0.88788,                0.67618,               0.023449,               0.020958,               0.014662,                      0,               0.006139,               0.006139,               0.006139
                    197,               0.016025,               0.013195,              0.0099136,                      0,                0.94318,                0.82837,                0.89955,                0.72907,                0.93445,                0.82083,                 0.8921,                0.67882,               0.023397,               0.021195,               0.014826,                      0,              0.0061192,              0.0061192,              0.0061192
                    198,               0.015911,               0.013392,              0.0097394,                      0,                0.94713,                 0.8252,                0.90394,                0.73175,                0.93832,                0.81763,                0.89231,                0.68085,               0.023236,               0.021157,               0.014807,                      0,              0.0060994,              0.0060994,              0.0060994
                    199,               0.015612,               0.013158,               0.010265,                      0,                0.95212,                0.83109,                0.90714,                0.72569,                0.94112,                 0.8215,                0.89951,                0.67377,               0.023102,               0.021244,               0.014404,                      0,              0.0060796,              0.0060796,              0.0060796
                    200,               0.015924,               0.012986,              0.0097342,                      0,                0.93917,                0.82534,                0.90376,                   0.73,                  0.957,                0.80038,                0.89419,                0.67595,               0.023121,               0.020943,               0.014539,                      0,              0.0060598,              0.0060598,              0.0060598
                    201,               0.015559,                0.01288,              0.0091438,                      0,                0.97461,                0.81044,                0.89971,                0.73168,                0.97631,                0.79463,                0.88415,                 0.6743,               0.023242,               0.020697,               0.014836,                      0,                0.00604,                0.00604,                0.00604
                    202,               0.015801,                0.01309,              0.0094645,                      0,                0.97763,                0.80998,                0.89877,                0.72855,                0.96819,                0.80038,                0.88385,                0.67258,               0.023522,               0.020762,               0.015186,                      0,              0.0060202,              0.0060202,              0.0060202
                    203,               0.015508,               0.013234,              0.0093632,                      0,                0.93153,                0.85221,                0.90894,                0.73132,                0.91769,                0.83877,                0.89182,                0.67428,               0.023652,               0.020798,               0.014596,                      0,              0.0060004,              0.0060004,              0.0060004
                    204,               0.015706,               0.013117,              0.0092382,                      0,                0.94802,                0.84022,                0.90334,                0.73036,                 0.9372,                0.83063,                0.89401,                0.67043,               0.023793,               0.021036,               0.014899,                      0,              0.0059806,              0.0059806,              0.0059806
                    205,               0.015394,               0.012795,              0.0092009,                      0,                0.94749,                0.83119,                0.89751,                 0.7311,                0.94311,                0.82736,                0.89223,                0.68117,               0.023585,               0.020521,               0.015231,                      0,              0.0059608,              0.0059608,              0.0059608
                    206,               0.015627,               0.012872,               0.009267,                      0,                 0.9639,                0.81999,                0.89975,                0.72739,                0.95341,                0.80998,                0.89014,                0.67391,               0.023575,               0.020789,               0.014832,                      0,               0.005941,               0.005941,               0.005941
                    207,               0.015437,               0.013079,              0.0092709,                      0,                0.94274,                0.83301,                0.90438,                0.72739,                0.95507,                 0.8023,                0.89484,                0.67989,               0.023446,               0.020515,               0.014528,                      0,              0.0059212,              0.0059212,              0.0059212
                    208,               0.015371,               0.012815,              0.0092517,                      0,                0.94762,                0.83335,                  0.904,                0.73023,                0.95693,                0.81035,                0.89073,                0.67416,               0.023417,               0.020706,               0.014529,                      0,              0.0059014,              0.0059014,              0.0059014
