                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                    125,               0.017435,               0.013568,              0.0092841,                      0,                0.92034,                0.77456,                0.83244,                0.65234,                0.92034,                0.77456,                0.83322,                0.62752,               0.025112,               0.020925,                0.01101,                      0,              0.0075448,              0.0075448,              0.0075448
                    126,               0.018586,               0.013246,              0.0094634,                      0,                0.87945,                0.77437,                0.83499,                0.65462,                0.86676,                 0.7632,                0.83031,                 0.6322,               0.024286,               0.019412,               0.011045,                      0,               0.007525,               0.007525,               0.007525
                    127,                0.01808,               0.013585,               0.010225,                      0,                0.95112,                0.76536,                0.82286,                0.64143,                0.94417,                0.75978,                0.81452,                0.62162,               0.025559,               0.019631,               0.010383,                      0,              0.0075052,              0.0075052,              0.0075052
                    128,               0.017948,               0.013871,              0.0097453,                      0,                0.92525,                0.77095,                0.83636,                0.65462,                0.91818,                0.76536,                0.82656,                0.63666,               0.024482,               0.019556,               0.011127,                      0,              0.0074854,              0.0074854,              0.0074854
                    129,               0.018624,               0.013479,               0.010491,                      0,                0.95654,                0.73768,                0.81963,                0.65678,                0.94929,                 0.7321,                0.81748,                0.62429,               0.024715,               0.019877,               0.011809,                      0,              0.0074656,              0.0074656,              0.0074656
                    130,               0.017506,               0.012758,               0.010284,                      0,                0.89904,                0.77095,                0.83255,                0.65795,                0.90556,                0.77654,                0.83607,                 0.6356,               0.024288,               0.018975,               0.011929,                      0,              0.0074458,              0.0074458,              0.0074458
                    131,               0.017531,               0.013361,               0.010456,                      0,                0.93725,                0.75096,                0.84375,                 0.6608,                0.93725,                0.75096,                0.83585,                0.64749,               0.024138,               0.019912,                 0.0117,                      0,               0.007426,               0.007426,               0.007426
                    132,               0.018059,                0.01347,              0.0094102,                      0,                0.96053,                0.76536,                 0.8386,                 0.6596,                0.95669,                0.75419,                0.83718,                0.63927,               0.024797,               0.019144,               0.011059,                      0,              0.0074062,              0.0074062,              0.0074062
                    133,                0.01823,                0.01346,               0.010425,                      0,                0.94012,                0.78942,                 0.8538,                0.66132,                0.93371,                0.78683,                0.84651,                0.64852,               0.023916,                0.01936,               0.010612,                      0,              0.0073864,              0.0073864,              0.0073864
                    134,               0.017785,               0.013359,               0.009865,                      0,                0.89721,                0.81006,                0.85163,                0.66868,                 0.9034,                0.81564,                0.85439,                0.63829,               0.023282,               0.018808,                0.01008,                      0,              0.0073666,              0.0073666,              0.0073666
                    135,               0.016585,               0.013174,              0.0093513,                      0,                0.93579,                0.76536,                0.84016,                0.65923,                0.93579,                0.76536,                0.83394,                0.63674,               0.024526,               0.018693,               0.010446,                      0,              0.0073468,              0.0073468,              0.0073468
                    136,                0.01683,               0.013259,              0.0099119,                      0,                0.97044,                0.73353,                0.83967,                0.66117,                0.96305,                0.72795,                0.84029,                0.63837,               0.024927,               0.019094,               0.010683,                      0,               0.007327,               0.007327,               0.007327
                    137,               0.017198,               0.013103,              0.0094873,                      0,                0.94189,                0.76536,                0.83534,                0.65872,                0.94516,                 0.7703,                0.84246,                 0.6316,                0.02505,               0.019816,               0.011725,                      0,              0.0073072,              0.0073072,              0.0073072
                    138,               0.016315,               0.012729,              0.0087983,                      0,                0.88687,                0.75978,                0.83257,                0.66253,                0.88687,                0.75978,                0.83168,                0.61509,               0.024181,               0.019298,               0.011456,                      0,              0.0072874,              0.0072874,              0.0072874
                    139,               0.017614,               0.012729,              0.0096307,                      0,                 0.9394,                0.76536,                0.84688,                0.66118,                0.93255,                0.75978,                0.84515,                0.64037,               0.024292,               0.019434,               0.010776,                      0,              0.0072676,              0.0072676,              0.0072676
                    140,               0.017097,                0.01323,              0.0095509,                      0,                0.90899,                0.78114,                0.83861,                0.64975,                0.90258,                0.77639,                 0.8393,                0.65119,               0.024708,               0.019489,               0.011184,                      0,              0.0072478,              0.0072478,              0.0072478
                    141,               0.016782,                0.01261,              0.0092766,                      0,                0.92635,                0.77294,                0.83548,                0.65609,                0.92635,                0.77294,                0.84017,                0.64549,               0.025022,               0.019446,               0.010606,                      0,               0.007228,               0.007228,               0.007228
                    142,               0.017158,               0.013097,              0.0088264,                      0,                0.93852,                0.76755,                0.84349,                0.65522,                0.93852,                0.76755,                0.84701,                0.63541,               0.024112,               0.019372,               0.010632,                      0,              0.0072082,              0.0072082,              0.0072082
                    143,               0.017629,               0.013325,              0.0096606,                      0,                0.94763,                0.75419,                0.84757,                0.64643,                0.94061,                 0.7486,                0.84583,                0.62482,               0.024475,               0.018741,               0.010973,                      0,              0.0071884,              0.0071884,              0.0071884
                    144,               0.017179,                0.01359,              0.0096882,                      0,                0.93855,                0.76798,                 0.8396,                0.65087,                0.93174,                0.76253,                0.83778,                0.62621,               0.024701,               0.018998,               0.010854,                      0,              0.0071686,              0.0071686,              0.0071686
                    145,               0.015807,               0.012117,              0.0089453,                      0,                0.93174,                0.76251,                0.84849,                0.67502,                0.92365,                0.76536,                0.85381,                 0.6455,               0.023641,               0.019372,               0.010334,                      0,              0.0071488,              0.0071488,              0.0071488
                    146,               0.016315,               0.012218,              0.0091809,                      0,                0.91282,                0.80447,                0.85853,                0.66429,                0.90648,                0.79888,                0.85113,                0.63504,               0.023371,               0.019835,               0.010237,                      0,               0.007129,               0.007129,               0.007129
                    147,               0.017051,               0.012665,               0.010067,                      0,                0.94224,                0.78771,                0.85712,                0.66693,                0.93556,                0.78212,                0.85378,                0.64361,               0.023379,               0.019957,               0.010145,                      0,              0.0071092,              0.0071092,              0.0071092
                    148,               0.015905,               0.013161,              0.0084885,                      0,                0.88617,                0.78771,                0.84835,                0.66821,                0.87941,                0.78212,                0.84233,                0.64293,               0.024087,               0.019827,               0.011019,                      0,              0.0070894,              0.0070894,              0.0070894
                    149,               0.017255,               0.012785,              0.0093858,                      0,                0.93127,                0.77095,                0.85278,                0.65904,                0.91777,                0.75978,                0.84266,                0.63363,               0.023957,               0.020779,               0.010342,                      0,              0.0070696,              0.0070696,              0.0070696
                    150,               0.015584,               0.012153,              0.0088509,                      0,                0.88554,                0.77797,                 0.8516,                0.66264,                0.87918,                0.77238,                0.84762,                0.63798,                0.02457,               0.020408,               0.010975,                      0,              0.0070498,              0.0070498,              0.0070498
                    151,               0.016504,               0.012549,              0.0090679,                      0,                0.90117,                0.76536,                0.83926,                0.65421,                0.89429,                0.75978,                0.83735,                0.63858,               0.024634,               0.019275,               0.010773,                      0,                0.00703,                0.00703,                0.00703
                    152,               0.015578,               0.012386,              0.0089677,                      0,                0.93284,                0.77602,                0.85051,                0.66822,                0.93284,                0.77602,                0.84999,                0.63392,               0.024244,               0.019857,                0.01089,                      0,              0.0070102,              0.0070102,              0.0070102
                    153,               0.016373,               0.012485,              0.0091943,                      0,                0.97075,                0.74159,                0.83612,                0.65733,                0.96067,                0.73184,                0.83095,                0.63293,               0.023958,               0.019213,               0.010853,                      0,              0.0069904,              0.0069904,              0.0069904
                    154,               0.016026,               0.012528,              0.0091307,                      0,                0.91423,                0.77413,                0.85338,                0.65886,                0.90763,                0.76854,                0.84702,                 0.6395,               0.023673,               0.018972,               0.010473,                      0,              0.0069706,              0.0069706,              0.0069706
                    155,               0.015641,               0.012239,              0.0085245,                      0,                0.92223,                0.79504,                  0.856,                0.67246,                0.92223,                0.79504,                0.85597,                0.64638,               0.024252,               0.019476,               0.011326,                      0,              0.0069508,              0.0069508,              0.0069508
                    156,               0.016387,               0.012667,               0.008502,                      0,                0.93288,                0.75419,                0.84717,                0.67323,                0.92597,                 0.7486,                0.83896,                0.63089,               0.024019,               0.019932,               0.010607,                      0,               0.006931,               0.006931,               0.006931
                    157,               0.016215,               0.012034,                0.00865,                      0,                0.92537,                0.73184,                0.84361,                0.68077,                0.91634,                0.73434,                0.83222,                0.63446,               0.023952,               0.019751,               0.010701,                      0,              0.0069112,              0.0069112,              0.0069112
                    158,               0.016856,               0.012832,               0.009555,                      0,                0.91259,                0.77654,                0.86107,                0.67537,                0.92176,                0.78212,                0.86064,                 0.6633,               0.024104,               0.018928,               0.010321,                      0,              0.0068914,              0.0068914,              0.0068914
                    159,               0.015892,               0.011805,              0.0083173,                      0,                 0.9161,                0.79303,                0.85659,                0.67238,                0.92256,                0.79861,                0.85833,                 0.6607,               0.025488,               0.019727,               0.010809,                      0,              0.0068716,              0.0068716,              0.0068716
                    160,               0.015676,               0.012143,              0.0085967,                      0,                0.93478,                0.78212,                0.86913,                0.67927,                0.92077,                0.77913,                0.86474,                 0.6438,               0.023433,               0.020279,               0.010685,                      0,              0.0068518,              0.0068518,              0.0068518
                    161,               0.015892,               0.012764,              0.0086693,                      0,                0.94438,                0.75891,                0.86128,                0.67085,                0.94438,                0.75891,                0.85895,                0.64488,               0.024288,               0.020499,               0.010502,                      0,               0.006832,               0.006832,               0.006832
                    162,                0.01556,               0.012803,              0.0088806,                      0,                0.89389,                0.80004,                0.85204,                0.67263,                0.90013,                0.80563,                0.85828,                 0.6463,                0.02449,               0.021183,               0.010693,                      0,              0.0068122,              0.0068122,              0.0068122
                    163,               0.016143,               0.012182,              0.0086581,                      0,                0.95583,                0.75419,                 0.8459,                0.66323,                0.95583,                0.75419,                0.84205,                0.63529,                 0.0247,               0.020391,               0.011449,                      0,              0.0067924,              0.0067924,              0.0067924
                    164,               0.016129,               0.012581,              0.0087906,                      0,                0.95111,                0.76083,                0.84245,                0.66122,                0.94413,                0.75524,                0.83685,                0.63719,               0.023864,               0.019797,               0.011836,                      0,              0.0067726,              0.0067726,              0.0067726
                    165,               0.015155,               0.012143,              0.0085323,                      0,                0.94103,                0.76536,                0.84004,                0.66941,                0.94103,                0.76536,                0.84268,                0.65116,               0.023544,               0.019488,               0.011602,                      0,              0.0067528,              0.0067528,              0.0067528
                    166,               0.015384,                0.01207,              0.0085247,                      0,                0.94488,                 0.7661,                0.84414,                0.67803,                0.93799,                0.76052,                0.84777,                0.66196,               0.023666,               0.019491,                0.01165,                      0,               0.006733,               0.006733,               0.006733
                    167,               0.015284,                0.01221,              0.0088617,                      0,                0.89963,                0.80121,                0.85574,                0.67418,                0.88085,                0.78474,                0.84044,                0.64835,               0.023852,               0.019221,               0.011253,                      0,              0.0067132,              0.0067132,              0.0067132
                    168,               0.016078,               0.012351,              0.0088666,                      0,                0.91055,                0.79614,                0.85905,                0.68634,                0.89337,                0.76536,                0.83169,                0.64426,               0.023341,               0.019183,               0.010977,                      0,              0.0066934,              0.0066934,              0.0066934
                    169,               0.015789,               0.012095,              0.0087144,                      0,                0.94983,                 0.7933,                0.86475,                0.67826,                0.94315,                0.78771,                0.84551,                0.65279,               0.023983,               0.019563,                0.01043,                      0,              0.0066736,              0.0066736,              0.0066736
                    170,               0.015384,               0.013008,              0.0097834,                      0,                0.91658,                  0.798,                0.85675,                0.68799,                0.91658,                  0.798,                0.84694,                0.65995,               0.023959,               0.019382,               0.010231,                      0,              0.0066538,              0.0066538,              0.0066538
                    171,               0.015719,               0.012247,              0.0084231,                      0,                 0.9259,                0.75978,                0.83977,                0.68176,                 0.9259,                0.75978,                 0.8375,                0.65835,               0.024513,               0.019729,               0.010973,                      0,               0.006634,               0.006634,               0.006634
                    172,               0.016367,               0.012217,              0.0088834,                      0,                0.91892,                0.75981,                0.84071,                0.66474,                0.91223,                0.75486,                0.83201,                0.64254,               0.024713,               0.019812,               0.012218,                      0,              0.0066142,              0.0066142,              0.0066142
                    173,               0.015993,                0.01256,              0.0091316,                      0,                0.94038,                0.74302,                0.83761,                0.65406,                0.93331,                0.73743,                0.83072,                0.63117,               0.024734,               0.019968,                0.01139,                      0,              0.0065944,              0.0065944,              0.0065944
                    174,               0.016197,               0.012554,              0.0093367,                      0,                0.92211,                0.75978,                0.84306,                0.66912,                0.92211,                0.75978,                0.84444,                0.65654,                0.02443,               0.020311,                 0.0115,                      0,              0.0065746,              0.0065746,              0.0065746
                    175,               0.014568,               0.012353,              0.0079984,                      0,                0.95706,                0.74715,                0.83891,                0.67641,                0.94991,                0.74156,                0.83286,                0.64722,               0.024035,               0.018995,               0.011564,                      0,              0.0065548,              0.0065548,              0.0065548
                    176,               0.015616,               0.012159,              0.0088526,                      0,                0.91906,                0.76536,                0.83068,                0.66154,                0.91236,                0.75978,                0.82633,                0.63677,               0.023319,               0.018074,                0.01098,                      0,               0.006535,               0.006535,               0.006535
                    177,               0.015232,               0.011591,              0.0085565,                      0,                0.94947,                0.73486,                0.82672,                0.66158,                0.91939,                0.76459,                0.83268,                0.63232,               0.023783,               0.018768,               0.011233,                      0,              0.0065152,              0.0065152,              0.0065152
                    178,               0.015436,               0.011364,              0.0089575,                      0,                0.93526,                0.72636,                0.82803,                0.65287,                0.93526,                0.72636,                0.83078,                 0.6341,                0.02325,               0.019145,                0.01142,                      0,              0.0064954,              0.0064954,              0.0064954
                    179,               0.014858,               0.011967,              0.0084253,                      0,                0.92738,                0.78476,                0.83903,                 0.6675,                0.92078,                0.77917,                0.83804,                0.65752,               0.023838,               0.020133,               0.011106,                      0,              0.0064756,              0.0064756,              0.0064756
                    180,                0.01539,               0.011634,              0.0081229,                      0,                0.93391,                0.77654,                0.84921,                0.66837,                0.93391,                0.77654,                 0.8506,                0.65134,               0.023393,               0.019678,               0.010529,                      0,              0.0064558,              0.0064558,              0.0064558
                    181,               0.015698,               0.012495,              0.0088082,                      0,                0.92851,                0.79814,                0.86303,                0.68034,                0.92851,                0.79814,                0.86485,                0.65493,               0.023757,               0.020056,              0.0099516,                      0,               0.006436,               0.006436,               0.006436
                    182,               0.014789,                0.01183,              0.0082152,                      0,                0.89945,                0.79957,                0.85347,                0.68222,                0.89427,                0.80332,                0.85641,                0.65239,               0.024104,               0.020266,               0.010602,                      0,              0.0064162,              0.0064162,              0.0064162
                    183,               0.015283,               0.011034,               0.008046,                      0,                0.93534,                0.76536,                0.85362,                0.67806,                0.93534,                0.76536,                0.85434,                0.64679,               0.023948,                0.01961,               0.010319,                      0,              0.0063964,              0.0063964,              0.0063964
                    184,               0.014938,               0.011715,              0.0085277,                      0,                0.92704,                 0.7933,                0.86045,                0.68689,                0.92704,                 0.7933,                0.86411,                0.65333,               0.023935,               0.019106,                   0.01,                      0,              0.0063766,              0.0063766,              0.0063766
                    185,               0.014818,               0.011767,                0.00828,                      0,                0.97171,                0.76764,                0.84563,                0.69352,                0.96464,                0.76205,                0.84355,                0.65382,               0.023757,               0.019536,               0.010392,                      0,              0.0063568,              0.0063568,              0.0063568
                    186,               0.015096,               0.012208,              0.0086774,                      0,                0.94035,                0.79269,                0.85385,                 0.6907,                0.94698,                0.79828,                0.86139,                0.65893,               0.023693,               0.019438,                0.01089,                      0,               0.006337,               0.006337,               0.006337
                    187,               0.015108,               0.011431,              0.0088983,                      0,                0.90736,                0.80447,                0.84773,                0.68213,                0.91366,                0.81006,                0.85691,                0.65408,               0.023859,               0.019844,               0.010926,                      0,              0.0063172,              0.0063172,              0.0063172
                    188,               0.014889,               0.011549,              0.0084597,                      0,                0.92133,                0.80447,                0.85428,                0.68561,                0.92773,                0.81006,                0.86398,                0.65878,               0.022969,               0.019887,               0.010825,                      0,              0.0062974,              0.0062974,              0.0062974
                    189,               0.014033,               0.011199,              0.0081864,                      0,                0.95015,                0.75419,                0.84398,                0.67094,                0.95346,                0.75978,                0.84981,                0.64881,               0.023328,               0.021054,               0.010279,                      0,              0.0062776,              0.0062776,              0.0062776
                    190,               0.013609,               0.010822,              0.0077274,                      0,                0.91258,                0.75978,                0.83909,                0.68265,                0.91258,                0.75978,                0.84515,                0.64794,               0.022967,               0.020276,               0.010705,                      0,              0.0062578,              0.0062578,              0.0062578
                    191,               0.014376,               0.011612,               0.008369,                      0,                0.94504,                0.76847,                0.84937,                0.68938,                0.94504,                0.76847,                0.85748,                0.65291,               0.022712,               0.019767,               0.010584,                      0,               0.006238,               0.006238,               0.006238
                    192,               0.014448,               0.012005,              0.0091939,                      0,                0.90872,                0.81006,                0.85469,                0.68717,                0.94486,                0.78771,                0.85599,                0.65712,               0.023152,               0.020051,               0.010604,                      0,              0.0062182,              0.0062182,              0.0062182
                    193,               0.014646,               0.011258,               0.007921,                      0,                0.94142,                0.75978,                0.84384,                0.67376,                0.94142,                0.75978,                0.85069,                0.64594,               0.023305,                0.01974,               0.010944,                      0,              0.0061984,              0.0061984,              0.0061984
                    194,                0.01424,               0.011255,              0.0078911,                      0,                0.93794,                0.79888,                0.86212,                0.68642,                 0.9445,                0.80447,                0.87239,                0.66928,               0.022914,               0.019445,               0.010271,                      0,              0.0061786,              0.0061786,              0.0061786
                    195,               0.014607,               0.011518,              0.0080476,                      0,                0.90592,                0.80697,                0.86185,                0.69068,                  0.906,                0.80768,                0.86462,                0.66201,               0.022678,               0.019889,              0.0098782,                      0,              0.0061588,              0.0061588,              0.0061588
                    196,               0.014214,               0.011944,              0.0088483,                      0,                0.92916,                0.77654,                0.85794,                0.67725,                0.93585,                0.78212,                0.86445,                0.65606,               0.022935,               0.019507,               0.010278,                      0,               0.006139,               0.006139,               0.006139
                    197,               0.014649,               0.011474,              0.0084708,                      0,                0.88827,                0.79949,                0.86157,                0.69057,                0.88827,                0.79949,                0.86174,                0.65881,               0.022526,               0.019712,               0.011383,                      0,              0.0061192,              0.0061192,              0.0061192
                    198,               0.014336,                 0.0113,              0.0081676,                      0,                0.94515,                0.77008,                0.86252,                0.68837,                0.94515,                0.77008,                  0.865,                  0.654,               0.022218,               0.019336,               0.011522,                      0,              0.0060994,              0.0060994,              0.0060994
                    199,               0.013789,               0.011138,              0.0078916,                      0,                0.93406,                0.78212,                0.85909,                0.68988,                0.93406,                0.78212,                0.86303,                0.66332,               0.022505,               0.019107,                0.01049,                      0,              0.0060796,              0.0060796,              0.0060796
                    200,               0.014534,               0.011682,              0.0081315,                      0,                0.96303,                0.75419,                0.84494,                0.68084,                0.96303,                0.75419,                0.84751,                0.66308,                 0.0226,                0.01916,               0.010806,                      0,              0.0060598,              0.0060598,              0.0060598
                    201,               0.014276,               0.011815,              0.0082412,                      0,                0.97803,                0.74615,                0.83648,                0.68429,                0.97657,                0.76536,                0.83956,                0.65443,               0.023565,               0.020464,               0.011765,                      0,                0.00604,                0.00604,                0.00604
                    202,                0.01425,               0.011744,              0.0082891,                      0,                0.97547,                0.75419,                0.84549,                 0.6789,                0.97547,                0.75419,                0.84432,                0.64603,               0.023732,               0.020237,               0.011391,                      0,              0.0060202,              0.0060202,              0.0060202
                    203,               0.014417,               0.011122,              0.0081683,                      0,                0.95877,                0.78212,                 0.8445,                0.68258,                0.95877,                0.78212,                0.84588,                0.65049,               0.024328,               0.020645,               0.011542,                      0,              0.0060004,              0.0060004,              0.0060004
                    204,               0.014089,                0.01122,              0.0080515,                      0,                0.93898,                0.79888,                0.84096,                 0.6788,                0.93898,                0.79888,                0.84401,                0.64914,               0.024084,               0.020129,               0.010804,                      0,              0.0059806,              0.0059806,              0.0059806
                    205,               0.013851,                0.01122,              0.0079544,                      0,                0.93876,                0.77077,                0.83777,                0.67189,                0.94556,                 0.7763,                0.84004,                0.64111,               0.023243,               0.019599,               0.010903,                      0,              0.0059608,              0.0059608,              0.0059608
                    206,               0.013709,               0.010551,              0.0076187,                      0,                0.94069,                0.79741,                0.85081,                0.68054,                0.95768,                0.78212,                0.84644,                0.65733,               0.023242,               0.020009,               0.010785,                      0,               0.005941,               0.005941,               0.005941
                    207,               0.015233,               0.011582,              0.0079851,                      0,                 0.9385,                0.79888,                0.84479,                0.67987,                 0.9385,                0.79888,                0.84683,                0.66219,               0.023768,               0.019797,               0.010459,                      0,              0.0059212,              0.0059212,              0.0059212
                    208,               0.014434,                0.01083,              0.0083149,                      0,                0.90074,                 0.7933,                0.85441,                0.68843,                0.90708,                0.79888,                0.86158,                0.66039,               0.023718,               0.020437,               0.010364,                      0,              0.0059014,              0.0059014,              0.0059014
                    209,               0.014544,               0.010846,              0.0083403,                      0,                0.87939,                 0.8324,                0.86852,                0.69049,                 0.9153,                0.78486,                0.86358,                0.65402,               0.022612,               0.020542,               0.010754,                      0,              0.0058816,              0.0058816,              0.0058816
                    210,               0.014132,               0.011089,               0.007752,                      0,                0.91641,                0.81564,                 0.8652,                0.69535,                0.91641,                0.81564,                0.86647,                0.66162,               0.022553,               0.020118,               0.010477,                      0,              0.0058618,              0.0058618,              0.0058618
                    211,                0.01408,               0.010915,              0.0088569,                      0,                0.94464,                0.78212,                0.85742,                0.69167,                0.94464,                0.78212,                0.85676,                 0.6578,               0.023003,               0.019895,               0.010635,                      0,               0.005842,               0.005842,               0.005842
                    212,               0.013405,               0.011121,              0.0078069,                      0,                0.90269,                0.77733,                0.84124,                0.67871,                0.90916,                0.78276,                0.84439,                0.66095,                0.02298,                0.01983,               0.010601,                      0,              0.0058222,              0.0058222,              0.0058222
                    213,               0.014196,               0.010519,              0.0080397,                      0,                0.92381,                0.75978,                 0.8498,                 0.6791,                0.92381,                0.75978,                0.84831,                0.66321,               0.023728,                0.02031,               0.010465,                      0,              0.0058024,              0.0058024,              0.0058024
                    214,               0.013929,               0.011273,              0.0077124,                      0,                0.88695,                0.78897,                0.85648,                0.69034,                0.88695,                0.78897,                0.86048,                0.65235,               0.022819,               0.019609,               0.010589,                      0,              0.0057826,              0.0057826,              0.0057826
                    215,               0.013845,               0.011213,              0.0081197,                      0,                 0.9314,                0.75852,                0.85344,                0.69344,                 0.9314,                0.75852,                0.85344,                0.65383,               0.022112,               0.018945,               0.010371,                      0,              0.0057628,              0.0057628,              0.0057628
                    216,               0.013978,               0.011527,              0.0081316,                      0,                0.94439,                0.75903,                0.85691,                0.69066,                0.94439,                0.75903,                0.85691,                0.65537,               0.022601,               0.019213,               0.010022,                      0,               0.005743,               0.005743,               0.005743
                    217,               0.013557,               0.010733,               0.007399,                      0,                 0.9784,                0.75916,                0.86423,                 0.6951,                 0.9784,                0.75916,                0.86061,                0.65278,                0.02177,               0.018916,               0.010233,                      0,              0.0057232,              0.0057232,              0.0057232
                    218,               0.014072,               0.011063,              0.0077689,                      0,                0.94429,                0.75756,                0.83061,                  0.687,                0.95125,                0.76315,                  0.836,                0.65321,               0.022313,               0.019178,                0.01072,                      0,              0.0057034,              0.0057034,              0.0057034
